# IEC Vap Identifier - Pass
# Auto-generated by classify_fixtures.rb

IEC 62443-2-4:2015+AMD1:2017 CSV
IEC 62446-1:2016+AMD1:2018 CSV
IEC 62448:2017 RLV
IEC 62453-2:2022 PRV
IEC 62453-301:2009+AMD1:2016 CSV
IEC 62453-303-1:2009+AMD1:2016 CSV
IEC 62453-303-2:2009+AMD1:2016 CSV
IEC 62453-315:2009+AMD1:2016 CSV
IEC 62474:2018+AMD1:2020 CSV
IEC 62477-1:2012+AMD1:2016 CSV
IEC 62489-1:2010+AMD1:2014+AMD2:2017 CSV
IEC 62497-1:2010+AMD1:2013 CSV
IEC 62501:2009+AMD1:2014+AMD2:2017 CSV
IEC 62504:2014+AMD1:2018 CSV
IEC 62532:2011+AMD1:2016 CSV
IEC 62541-10:2020 RLV
IEC 62541-11:2020 RLV
IEC 62541-13:2020 RLV
IEC 62541-3:2020 RLV
IEC 62541-4:2020 RLV
IEC 62541-5:2020 RLV
IEC 62541-6:2020 RLV
IEC 62541-7:2020 RLV
IEC 62541-8:2020 RLV
IEC 62541-9:2020 RLV
IEC 62552-1:2015+AMD1:2020 CSV
IEC 62552-2:2015+AMD1:2020 CSV
IEC 62552-3:2015+AMD1:2020 CSV
IEC 62554:2011+AMD1:2017 CSV
IEC 62560:2011+AMD1:2015 CSV
IEC 62561-1:2017 RLV
IEC 62563-1:2009+AMD1:2016+AMD2:2021 CSV
IEC 62574:2020 RLV
IEC 62576:2018 RLV
IEC 62586-2:2017+AMD1:2021 CSV
IEC 62590:2019 RLV
IEC 62606:2013+AMD1:2017 CSV
IEC 62612:2013+AMD1:2015+AMD2:2018 CSV
IEC 62619:2022 CMV
IEC 62623:2022 RLV
IEC 62629-1-2:2021 RLV
IEC 62640:2011+AMD1:2015 CSV
IEC 62648:2012+AMD1:2015 CSV
IEC 62657-2:2017+AMD1:2019 CSV
IEC 62660-1:2018 RLV
IEC 62660-2:2018 RLV
IEC 62660-3:2022 RLV
IEC 62676-2-33:2022 PRV
IEC 62684:2018 RLV
IEC 62707-1:2013+AMD1:2018 CSV
IEC 62714-1:2018 RLV
IEC 62715-6-1:2018 RLV
IEC 62717:2014+AMD1:2015+AMD2:2019 CSV
IEC 62734:2014+AMD1:2019 CSV
IEC 62747:2014+AMD1:2019 CSV
IEC 62751-1:2014+AMD1:2018+AMD2:2022 CSV
IEC 62751-2:2014+AMD1:2019 CSV
IEC 62752:2016+AMD1:2018 CSV
IEC 62755:2012+AMD1:2020 CSV
IEC 62760:2016+AMD1:2019 CSV
IEC 62769-1:2021 RLV
IEC 62769-101-1:2020 RLV
IEC 62769-101-2:2020 RLV
IEC 62769-103-1:2020 RLV
IEC 62769-103-4:2020 RLV
IEC 62769-109-1:2020 RLV
IEC 62769-2:2021 RLV
IEC 62769-3:2021 RLV
IEC 62769-4:2021 RLV
IEC 62769-5:2021 RLV
IEC 62769-6:2021 RLV
IEC 62769-7:2021 RLV
IEC 62784:2017+AMD1:2019 CSV
IEC 62788-1-4:2016+AMD1:2020 CSV
IEC 62788-1-6:2017+AMD1:2020 CSV
IEC 62788-5-1:2020+AMD1:2022 CSV
IEC 62790:2020 RLV
IEC 62808:2015+AMD1:2018 CSV
IEC 62817:2014+AMD1:2017 CSV
IEC 62823:2015+AMD1:2019 CSV
IEC 62841-2-1:2017+AMD1:2021 CSV
IEC 62841-2-11:2015+AMD1:2018 CSV
IEC 62841-3-1:2014+AMD1:2021 CSV
IEC 62841-3-10:2015+AMD1:2022 CSV
IEC 62841-3-12:2017+AMD1:2021 CSV
IEC 62841-3-4:2016+AMD1:2019 CSV
IEC 62841-3-6:2014+AMD1:2022 CSV
IEC 62841-3-9:2020 RLV
IEC 62841-4-2:2017+AMD1:2022 CSV
IEC 62841-4-7:2022 PRV
IEC 62852:2014+AMD1:2020 CSV
IEC 62858:2019 RLV
IEC 62859:2016+AMD1:2019 CSV
IEC 62873-1:2017+AMD1:2020 CSV
IEC 62873-3-1:2020 RLV
IEC 62873-3-2:2020 RLV
IEC 62893-1:2017+AMD1:2020 CSV
IEC 62894:2014+AMD1:2016 CSV
IEC 62899-201:2016+AMD1:2018 CSV
IEC 62920:2017+AMD1:2021 CSV
IEC 62922:2016+AMD1:2021 CSV
IEC 62976:2017+AMD1:2021 CSV
IEC 62999:2016+AMD1:2021 CSV
IEC 63000:2016+AMD1:2022 CSV
IEC 63013:2017+AMD1:2021 CSV
IEC 63033-2:2022 RLV
IEC 63033-3:2022 RLV
IEC 63041-1:2021 RLV
IEC 63044-1:2017+AMD1:2021 CSV
IEC 63044-3:2017+AMD1:2021 CSV
IEC 63145-1-2:2022 PRV
IEC 63145-21-20:2022 PRV
IEC 63171-4:2022 PRV
IEC 63355:2022 PRV
IEC 80416-3:2002+AMD1:2011 CSV
IEC 80601-2-30:2009+AMD1:2013 CSV
IEC 80601-2-30:2018 RLV
IEC 80601-2-35:2009+AMD1:2016 CSV
IEC 80601-2-58:2014+AMD1:2016 CSV
IEC CA 01:2020 CSV
IEC GUIDE 115:2021 RLV
IEC TR 60092-370:2019 RLV
IEC TR 60146-1-2:2019 RLV
IEC TR 60269-5:2014+AMD1:2020 CSV
IEC TR 60601-4-3:2018 RLV
IEC TR 60721-4-1:2001+AMD1:2003 CSV
IEC TR 60721-4-2:2001+AMD1:2003 CSV
IEC TR 60721-4-3:2001+AMD1:2003 CSV
IEC TR 60721-4-4:2001+AMD1:2003 CSV
IEC TR 60721-4-5:2001+AMD1:2003 CSV
IEC TR 60721-4-6:2001+AMD1:2003 CSV
IEC TR 60721-4-7:2001+AMD1:2003 CSV
IEC TR 60870-6-505:2002+AMD1:2005 CSV
IEC TR 60893-4:2014+AMD1:2017 CSV
IEC TR 60919-1:2010+AMD1:2013+AMD2:2017 CSV
IEC TR 60919-1:2020 RLV
IEC TR 60919-2:2008+AMD1:2015+AMD2:2020 CSV
IEC TR 60919-3:2009+AMD1:2016+AMD2:2021 CSV
IEC TR 60943:1998+AMD1:2008 CSV
IEC TR 61000-2-5:2017 RLV
IEC TR 61156-1-2:2009+AMD1:2014 CSV
IEC TR 61282-14:2019 RLV
IEC TR 61289:2019 RLV
IEC TR 61340-1:2012+AMD1:2020 CSV
IEC TR 61340-5-2:2018 RLV
IEC TR 61547-1:2020 RLV
IEC TR 61948-4:2019 RLV
IEC TR 62000:2021 RLV
IEC TR 62001-1:2021 RLV
IEC TR 62001-4:2021 RLV
IEC TR 62240-1:2018 RLV
IEC TR 62271-306:2012+AMD1:2018 CSV
IEC TR 62362:2020 RLV
IEC TR 62368-2:2019 RLV
IEC TR 62541-1:2020 RLV
IEC TR 62541-2:2020 RLV
IEC TR 62543:2011+AMD1:2013+AMD2:2017 CSV
IEC TR 62543:2022 RLV
IEC TR 62544:2011+AMD1:2016+AMD2:2020 CSV
IEC TR 62572-4:2020 RLV
IEC TR 62653:2020 RLV
IEC TR 62681:2022 RLV
IEC TR 62757:2015+AMD1:2019 CSV
IEC TR 62809:2019 RLV
IEC TR 62977-1-31:2021+AMD1:2022 CSV
IEC TR 63037:2019 RLV
IEC TR 63079:2017+AMD1:2018+AMD2:2020 CSV
IEC TS 60079-32-1:2013+AMD1:2017 CSV
IEC TS 60479-1:2005+AMD1:2016 CSV
IEC TS 60479-2:2017 RLV
IEC TS 60695-5-2:2021 RLV
IEC TS 60868:1986+AMD1:1990 CSV
IEC TS 60870-5-604:2016 RLV
IEC TS 60871-2:2014+AMD1:2022 CSV
IEC TS 61463:1996+AMD1:2000 CSV
IEC TS 61836:2016 RLV
IEC TS 61973:2012+AMD1:2019 CSV
IEC TS 61994-4-1:2018 RLV
IEC TS 61994-4-4:2018 RLV
IEC TS 62153-4-1:2014+AMD1:2020 CSV
IEC TS 62257-12-1:2020 RLV
IEC TS 62257-7:2017 RLV
IEC TS 62257-9-5:2016 RLV
IEC TS 62257-9-5:2018 RLV
IEC TS 62257-9-6:2019 RLV
IEC TS 62312-1-1:2018 RLV
IEC TS 62312-2:2018 RLV
IEC TS 62344:2022 RLV
IEC TS 62370:2004+AMD1:2017 CSV
IEC TS 62436:2008+AMD1:2016 CSV
IEC TS 62600-1:2011+AMD1:2019 CSV
IEC TS 62686-1:2020 RLV
IEC TS 62749:2020 RLV
IEC TS 62885-1:2020 RLV
IEC TS 62910:2020 RLV
IEC/IEEE 60076-16:2018 RLV
IEC/IEEE 62582-2:2011+AMD1:2016 CSV
IEC/IEEE 80005-1:2019+AMD1:2022 CSV
ISO/IEC 11801-3:2017+AMD1:2021 CSV
ISO/IEC 11801:1995+AMD1:1999+AMD2:1999 CSV
ISO/IEC 11801:2002+AMD1:2008+AMD2:2010 CSV
ISO/IEC 14165-122:2005+AMD1:2008 CSV
ISO/IEC 14763-2:2012+AMD1:2015 CSV
ISO/IEC 14763-3:2006+AMD1:2009 CSV
ISO/IEC 14763-3:2014+AMD1:2018 CSV
ISO/IEC 18598:2016+AMD1:2021 CSV
ISO/IEC 20924:2021 RLV
ISO/IEC 24764:2010+AMD1:2014 CSV
ISO/IEC 30129:2015+AMD1:2019 CSV
ISO/IEC 30142-2:2022 PRV
ISO/IEC TR 29106:2007+AMD1:2012+AMD2:2019 CSV
ISO/IEC TS 29125:2017+AMD1:2020 CSV
